# BEAST v1.8.2, r6692
# Generated Wed Oct 12 01:51:35 PDT 2016 [seed=1476166776674]
state	pathLikelihood.delta	pathLikelihood.source	pathLikelihood.destination	pathLikelihood.theta	pathLikelihood.pathLikelihood	geography.clock.rate.exp.mean	geography.clock.rate	geography.rates1	geography.rates2	geography.rates3	geography.rates4	geography.rates5	geography.rates6	geography.rates7	geography.rates8	geography.rates9	geography.rates10	geography.rates11	geography.rates12	geography.rates13	geography.rates14	geography.rates15	geography.rates16	geography.rates17	geography.rates18	geography.rates19	geography.rates20	geography.rates21	geography.rates22	geography.rates23	geography.rates24	geography.rates25	geography.rates26	geography.rates27	geography.rates28	geography.indicators1	geography.indicators2	geography.indicators3	geography.indicators4	geography.indicators5	geography.indicators6	geography.indicators7	geography.indicators8	geography.indicators9	geography.indicators10	geography.indicators11	geography.indicators12	geography.indicators13	geography.indicators14	geography.indicators15	geography.indicators16	geography.indicators17	geography.indicators18	geography.indicators19	geography.indicators20	geography.indicators21	geography.indicators22	geography.indicators23	geography.indicators24	geography.indicators25	geography.indicators26	geography.indicators27	geography.indicators28	geography.nonZeroRates
1005000	-1015.1548397439071	-1046.8078833800128	-31.653043636105643	0.9034534504706005	-948.798186364668	0.015259536592261789	0.007442284414169803	0.12547303904039828	2.2311433073140257	0.07366969110262475	0.13228946925987445	1.4058969676791024	4.049155546285353	2.974739723270603	0.7029839499828555	0.6111706535300305	0.8381962946072792	0.484446539353259	0.9993141251325757	1.2832395706895026	0.6873174390474421	0.3541496481881308	1.4177187805372842	1.6039305376126414	0.21695522734455883	0.33175728221314776	1.3202368251042345	1.2729025716385851	0.1455474243469104	0.27661245964027054	0.4509487571342519	0.4150503185181162	3.5584092095169346	0.347432317883488	0.8886964057705273	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	12.0
1010000	-1022.6645981068611	-1045.5533086442201	-22.888710537358936	0.9034534504706005	-946.8185703711326	0.004270173170347181	0.007267499002023063	0.0383603703647732	1.0820302009508245	0.47015578485637777	1.2056505907677124	0.3551122337438646	0.30229581643670234	1.7719799506437346	0.4893261308742927	0.6686060167946857	1.1601715917073037	4.082375073742203	0.31635561820043356	1.7334097639982695	0.5233329774193367	0.3410070266799994	0.9867701916973585	0.8688155466119487	0.2909410484579047	1.113557643245287	0.7651878905480626	0.9483775636344967	0.9438993556007924	0.4502516090017116	0.8522888334082825	0.520621300058339	1.6360277588601944	1.2657065154604208	1.147932280721952	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	9.0
1015000	-1020.7006797139717	-1037.08162963048	-16.380949916508293	0.9034534504706005	-938.5365009017833	0.018617631500544497	0.006922697834342026	0.1310399017389128	1.4114828896941782	0.7058299970245812	0.20749410236500304	0.26453236866172747	0.4139493544418911	1.721269235753813	0.5024694513921734	0.5506931143151357	1.1674620770220223	0.6123572956702162	0.07791662763603516	0.3714510722823937	0.20250105008670788	0.10669662561028441	0.5846814818079893	1.0235395546884405	0.37952465302438193	0.8110153031932605	0.2591274145191028	1.8686800216918846	0.8127397921391187	0.26159390341675587	0.4502088941211113	0.4610490535390214	1.4736169024608154	0.1890391968876598	0.4499295650826679	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	10.0
1020000	-1020.1727548339687	-1058.7176625106065	-38.544907676637784	0.9034534504706005	-960.2235031074848	2.3515000412786384	0.009519584412879438	1.1692708320026945	1.242976371699363	0.7958937607543711	0.6065657693615877	0.5243443432582519	2.0402456663059736	1.894991533854091	0.6338089195455846	0.806371752647029	0.9908601245916198	1.3077796130444306	0.3853049979286501	0.6872261798121062	0.31589628909739675	0.3361800682298865	0.8474585838431391	0.8871125022633932	0.3149267981104307	2.7586115827696016	0.5854084836703161	1.4534607453515036	0.4138393339578474	0.36782577189509186	0.2871536670764279	0.2994466889123436	2.8414874218534147	1.943362913771345	1.1125764181206823	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	12.0
1025000	-1023.8466211933043	-1053.940384380176	-30.093763186871797	0.872778642317937	-923.6852271737711	0.05726833707534303	0.010819164345271408	0.8281182354137445	1.0374551695066956	0.13394632953675925	1.4312923892264149	0.20451118418744574	3.574047267672417	2.358329662927492	0.30555822305428854	0.7434840080552837	0.10362724843852224	4.57454652665272E-4	0.2489430394208254	1.4147303826558353	0.311024850372924	0.1194510340147894	0.31038042869467647	1.4450419873465659	0.47268554355322157	1.3004984327271754	0.46727832077765763	0.970830579211908	0.022804868303321804	0.07672932554941791	0.610308413593707	0.4982056864562481	3.370259490987407	0.6363180024603254	0.7794875689589388	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	13.0
1030000	-1017.7710304761412	-1048.3562138857806	-30.585183409639452	0.872778642317937	-918.8740015791335	0.15060143943091414	0.009398830249745442	0.11399597612879685	1.7172790963458697	1.0368440893493671	0.15954306832798137	0.20058761625703417	0.48041680444282975	2.459219802517648	0.8207725673493705	0.1682751145911803	0.46390997706825576	0.004198036429137092	0.7029323429426878	0.13730154150867385	0.372133162540886	0.3932700487326005	0.6676799299432905	1.6414121865108957	1.2939657115754322	0.59436445486742	0.33747011879855776	1.2929942363929512	0.05840477259543218	0.9072862781279676	0.3416807050551912	0.1567126475057052	4.817329130477405	3.125803530943444	0.5892266567796253	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	12.0
1035000	-1020.0002447611432	-1047.072164552417	-27.071919791273817	0.872778642317937	-917.3063485778679	0.046473980514864545	0.00955908134941955	0.25495685818445973	1.5309943602682012	2.340553590086975	0.30203156269096976	1.0473064923804714	0.8321778854055673	2.552579002262386	0.6264227191728181	0.28176966640899487	0.07144433007781731	0.2175841762853796	0.09659522904239051	0.043122450326323544	0.16556809003163567	0.1948790241989575	0.8382676785078906	1.077509934986655	2.034830109263273	2.0125010148906752	1.469766324582278	0.6461041584476916	0.13418543056512156	0.649542360390119	0.9256620401024677	0.1636257924458289	3.107978252037903	3.0187675214607337	0.3061800887659556	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	10.0
1040000	-1021.2793672240919	-1046.7064096024292	-25.42704237833728	0.872778642317937	-916.777861931502	0.012410722019703927	0.006858130562021213	1.145060482216192	1.0814340633155384	1.3723285509116585	3.380926208534567	0.9375703498664983	0.09374769040489987	1.194799935744	0.3486730395166541	1.530413490200009	0.028382197445007053	0.5889614822141085	0.028688593402943503	1.0018866970012497	0.283885813191428	0.13172797814963966	0.6723797882120074	0.8508728750077533	5.336345968050413	1.2709338766197267	0.37169375314333886	0.7065944903608046	1.3043260053798975	0.9246393576758636	0.4901595867990602	0.5397571694764686	0.958225088725829	0.12030899609712431	0.25392407030852066	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	10.0
1045000	-1024.2747186984527	-1047.536159643447	-23.261440944994337	0.872778642317937	-917.2265392912167	0.02940138184509636	0.012508602482598101	1.0149857792882742	1.0933062509771239	0.28401631683761813	0.7642964977668257	1.4833038522375488	0.10534619532874522	1.2847071307540332	0.35433441113057823	1.524119310337944	0.13605525875197916	0.9762718755237305	0.18756883843983624	0.013653461778032389	0.4978143749952233	2.2321647517765606	0.6932678271508214	0.8481393618441216	0.5848086756120595	6.008709560046216	0.0668276133653741	0.2591146707254693	0.445782216444464	0.21346585205047364	0.8380854711261027	1.9554300194269734	0.9244581118941055	0.016899199010529137	0.2661763672682282	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	9.0
1050000	-1031.4556536623786	-1056.7667241486329	-25.31107048625437	0.872778642317937	-925.5435355008653	0.006447642043119596	0.01109548996806713	0.8396890593275271	0.6401049412343458	1.745428825932769	0.40449642744943615	0.24714868661940076	0.13741255725505971	2.0165191284353177	0.4283275068865543	1.372561062690393	0.7984840379566969	0.4932840469474798	0.3225590555051134	0.06701697507898498	0.33748041475604446	0.13673848326323615	0.6032673497591603	1.2749002154219047	0.4636184399575973	1.869990531024397	4.801621624877053	0.8630747690320285	0.17861550550962457	0.11638569546502507	0.1463252172850401	0.5507940728740316	1.7390378744927555	0.03302199735692616	0.29300118224423055	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	12.0
