state	posterior	prior	likelihood	geography.clock.rate.exp.mean	geography.clock.rate	geography.rates1	geography.rates2	geography.rates3	geography.rates4	geography.rates5	geography.rates6	geography.rates7	geography.rates8	geography.rates9	geography.rates10	geography.rates11	geography.rates12	geography.rates13	geography.rates14	geography.rates15	geography.rates16	geography.rates17	geography.rates18	geography.rates19	geography.rates20	geography.rates21	geography.rates22	geography.rates23	geography.rates24	geography.rates25	geography.rates26	geography.rates27	geography.rates28	geography.indicators1	geography.indicators2	geography.indicators3	geography.indicators4	geography.indicators5	geography.indicators6	geography.indicators7	geography.indicators8	geography.indicators9	geography.indicators10	geography.indicators11	geography.indicators12	geography.indicators13	geography.indicators14	geography.indicators15	geography.indicators16	geography.indicators17	geography.indicators18	geography.indicators19	geography.indicators20	geography.indicators21	geography.indicators22	geography.indicators23	geography.indicators24	geography.indicators25	geography.indicators26	geography.indicators27	geography.indicators28	geography.nonZeroRates	Current Tree	c_geography.count[1]	c_1-2.count[1]	c_1-3.count[1]	c_1-4.count[1]	c_1-5.count[1]	c_1-6.count[1]	c_1-7.count[1]	c_1-8.count[1]	c_2-1.count[1]	c_2-3.count[1]	c_2-4.count[1]	c_2-5.count[1]	c_2-6.count[1]	c_2-7.count[1]	c_2-8.count[1]	c_3-1.count[1]	c_3-2.count[1]	c_3-4.count[1]	c_3-5.count[1]	c_3-6.count[1]	c_3-7.count[1]	c_3-8.count[1]	c_4-1.count[1]	c_4-2.count[1]	c_4-3.count[1]	c_4-5.count[1]	c_4-6.count[1]	c_4-7.count[1]	c_4-8.count[1]	c_5-1.count[1]	c_5-2.count[1]	c_5-3.count[1]	c_5-4.count[1]	c_5-6.count[1]	c_5-7.count[1]	c_5-8.count[1]	c_6-1.count[1]	c_6-2.count[1]	c_6-3.count[1]	c_6-4.count[1]	c_6-5.count[1]	c_6-7.count[1]	c_6-8.count[1]	c_7-1.count[1]	c_7-2.count[1]	c_7-3.count[1]	c_7-4.count[1]	c_7-5.count[1]	c_7-6.count[1]	c_7-8.count[1]	c_8-1.count[1]	c_8-2.count[1]	c_8-3.count[1]	c_8-4.count[1]	c_8-5.count[1]	c_8-6.count[1]	c_8-7.count[1]
17100000	-1058.7993763851887	-36.524863172684846	-1022.2745132125037	0.1835263023380652	0.012386508474382477	0.21050538883172135	2.0542320842823	1.0577150739947034	0.35282256552403507	0.8407316389486669	0.7958399465206717	4.214898901870466	0.9984325654664754	0.4514859053216153	1.3718781986184094	0.25689268586079594	3.9240107716295376	0.04062319045109058	0.5834983154210291	0.13302987887078654	1.2468408144684617	1.626539667463566	1.271566906080372	0.28742733625182926	0.2225407381303278	0.37590517889694053	4.879910990664827	1.2757352452372293	0.5570437724435001	0.5398102660510473	3.4035666670311495	0.06092242218089078	2.6667224258589606	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	16.0	819.0	377.45705355535756	0.0	16.836208608847564	3.3330683717726255	0.0	0.0	0.0	25.209726356173746	0.0	5.605414518683968	0.7636986727623054	3.9123498871238924	0.0	0.0	0.1017880728969665	72.75976999855725	25.539666853310003	21.489632179884588	9.104576837280314	36.87471484197759	55.97144798169275	0.0	2.3440246679159893	0.43477221836725327	1.080332981692845	0.0	1.120338121504814	0.0	10.757610658110158	0.0	1.1188233038515347	0.22668774547984352	0.0	0.0	0.7896616176356067	1.1104054764386289	0.0	0.0	13.009006961727644	0.4457827803431031	0.0	18.146230204465265	0.0	0.0	0.0	13.480605877833131	0.0	3.1779348306408255	18.043598633157767	0.0	7.276492335600664	0.033108361657243644	0.0	6.062595631499679	1.2969779664717995	0.0	0.0
17200000	-1044.7528358958966	-28.93933400802418	-1015.8135018878723	0.005668899928002172	0.008549695979568561	0.3349613442524904	2.994490087280534	0.6422380005252096	2.6536126833173994	0.7553465253363879	0.24173884421618796	4.000088167305352	0.7328949144171991	0.38593154817874453	0.1522490396171078	0.14389241577570527	0.37231378511285795	0.3166157458966783	0.5299587933207618	0.5163262883210936	1.094796438073995	1.8013421990030303	2.7149146363298478	0.5985830160440878	1.2779719125109625	1.5276007487137235	1.9308964376225664	0.2133970829909465	1.4648178459728185	0.4421777494251092	3.4418145321081166	0.005469265049486187	0.6934496346709983	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	16.0	819.0	334.91645863994563	0.0	18.738723245794066	2.39958290631228	0.0	0.0	0.965040168348125	17.223601995164998	0.0	6.364705750509808	0.0	0.0	0.0	1.1199500030686211	0.0	82.15018002308395	20.87355288815335	20.884512363724493	15.609056470226973	37.797731060848115	55.502054810435276	0.0	0.4371797009766822	0.0	0.5430397107169584	0.5367580147328511	0.0	0.0	1.2491895563974098	0.0	0.0	0.5302135965794559	0.5763435601121863	0.19084672831450736	0.0	0.28704475687656866	0.0	0.0	8.75240400650228	0.0	1.934657795748456	13.404395965744845	0.005402540572378289	0.8296607816646705	0.30457604368012325	9.142835862903876	0.0	0.0	11.562825590928082	0.0	2.7362137820616694	0.0	0.0	1.8613039674644207	0.3979776003883447	0.004897391910297019	0.0
17300000	-1038.9345096580614	-20.782927122626425	-1018.1515825354351	0.00598748232743234	0.008553344964379157	0.2536886417351795	1.3652789914892878	0.5700400502797348	0.4311204055352644	1.1649352172816476	2.646305940322748	1.5671458967242138	0.3918536132503271	0.22131043227383015	2.164636892083702	0.6303965440855767	0.36932741146439546	0.08740633975973093	0.2063945046306451	0.1967908066056213	0.7078046994621234	1.3108332724290688	1.0178186548182724	0.6396364075006394	0.2472298012925101	0.17519192840939682	0.42399487849674145	2.7155456571594465	1.0638433452137805	0.2567863979370379	1.7472936634369487	1.36720801011065	0.13244331373604815	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	15.0	911.0	353.2283331268338	0.0	19.54157163804147	4.510549653039966	3.7745509465431692	0.0	0.0	19.26937271180098	0.0	3.5841878953699653	0.0	0.0	0.0	1.5417985900029814	0.14157096908863648	74.65198010273188	24.194044680494585	14.799209259583037	9.662549525790414	36.35003991795147	65.01114919666962	0.0	0.7234942764926602	0.0	0.4616493694037998	0.0	0.3577907412736546	0.27542310802057335	0.0	0.5573746813014541	0.0	0.444823060652316	0.0	0.0	2.693903714375225	0.0	0.0	0.0	16.446993303900292	1.5730155761072218	0.0	17.860090954788102	0.0	0.0	0.6651240549189243	16.299310140673622	1.2134582476730413	3.8499354788095146	10.668667674178188	0.0	1.993873766144565	0.11082989101227628	0.0	0.0	0.0	0.0	0.0
17400000	-1046.8770138546356	-25.741898792058805	-1021.1351150625769	0.021647491069640465	0.009474382625031861	0.9250493516888508	1.6410487524068396	0.8654911092237219	0.5998422805004838	2.694743723821753	1.1564899752060473	2.6781405054335163	0.6482103072067912	1.3359853656692158	0.10164693069099305	0.27935544300102283	0.24047798412125873	0.3702018271561945	0.1491214054589768	0.40302700444186057	1.3415244599766643	1.3801673165755164	1.0416720428696702	3.1924981667988654	0.8482122529467115	1.535240089313793	0.15169738996582385	0.8437345762750558	0.6987615337825859	0.20094973480513714	2.203294397048608	0.5113738843200466	0.1820204156818601	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	14.0	897.0	339.77892098685084	0.0	17.47304273305313	2.9494841747442253	1.8481485609476223	0.0	0.0	16.687981305500575	0.0	7.822578919834842	0.0	0.0	0.0	1.2835858068971162	1.4523992682146543	72.62115083052734	19.01116390887493	9.599540970794482	12.815345848552047	45.38446562517648	57.075421748011095	0.0	2.2779434909325644	0.0	0.21933837596996072	0.0	0.0	2.0887731779585375	0.0	0.9040998070430418	0.0	1.5023661815907305	0.0	0.0	0.9504027576408621	0.0	0.0	0.0	12.201371308329934	0.0	0.0	16.077582945363943	0.0	0.0	1.1218986768398684	10.790634482326873	6.189114092815761	1.9466051966636493	13.267821529259065	0.0	3.9775984948735026	0.23906076811453492	0.0	0.0	0.0	0.0	0.0
17500000	-1050.773961904398	-30.60319860853981	-1020.1707632958581	0.009139045202573687	0.009624945330241363	0.14803340745080354	2.085431473989696	0.8924928230976521	1.1547112955676289	0.22706558581597291	0.8188745246058431	3.444843091903543	0.5840722357939991	0.9809887356110145	2.332448701526971E-4	2.012521971731982	0.4716431728973893	1.7069979108273126	0.5966274516030907	0.5056398948232022	1.4157562366690708	2.097655386002296	1.9629150858137763	1.6911585592276925	2.0501596539070106	0.22847859324813194	1.7517387795621575	0.8175109210731061	0.20875373072729678	2.3064253348906525	2.8646902487352857	0.43620798034502256	0.3039044545166209	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	14.0	897.0	342.23694415252527	0.0	17.36962395687573	4.611246913257732	0.0	0.0	0.0	18.207118925701444	0.0	6.2039498755116025	0.0	0.0	0.0	1.2445637413146016	0.0	71.04753130181727	18.94072545451281	19.006855027068866	14.812372651516418	40.009261596606116	61.330745119358006	0.0	1.5472101076496145	0.0	0.7264968631117009	1.5552517387431644	0.0	0.0	1.6681175352793913	0.0	0.0	0.6056641350253459	1.4206405790963526	0.6129142721807137	0.15174700484895082	0.0	0.0	0.0	16.047341040514983	0.0	1.8742968402475162	15.440467014565737	0.0	0.0	0.40916992083705916	9.870588283292623	0.0	0.9125798039543834	11.351174777846726	0.0	3.7804286279513644	0.0	0.0	1.4788610438389116	0.0	0.0	0.0
17600000	-1044.7414667409041	-23.137035937369454	-1021.6044308035346	0.038098319311951685	0.008358451895182679	0.9772974255386417	1.8658884478001725	1.20278015234173	0.6789817965580967	1.5576027866767077	0.09878869268654125	1.7778346471473736	0.3640729355343785	0.9297536321738149	2.0911630739934846	0.020892338881017478	0.26368208710111857	0.13906487407039234	0.28483989992239905	0.2805394188332753	0.9202142493944258	1.331983784511628	1.127734998909661	0.5364919236850382	1.4690025826142514	0.540612434386561	0.815077634955235	0.4152865001036449	0.24394341158766172	0.5194395994081092	2.456693229318187	0.7481887071057579	1.185861317102856	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	15.0	1923.0	338.94854050618267	0.0	21.143050068958473	4.35654472662193	0.0	0.0	0.0	15.185727745979078	0.0	6.245126502650578	1.8776970969553217	0.0	0.031106544422221653	1.174957497434497	1.1510763105635111	78.49151405232335	18.068067124379105	14.123975520714243	13.680633435357647	34.99275251913664	56.3244661302995	0.0	1.1831448597482066	0.9592895410733351	0.49024008490604215	0.0	0.0	0.5252008286680628	0.0	0.0	0.0	1.4477111284044237	0.0	0.44067976029845035	0.0	0.0	0.0	0.038295397875598	15.364491705115675	0.0	2.4418776942423137	18.546088427156754	0.0	0.0	1.2076175960515236	10.879336488574376	2.9595828782653855	0.0	13.720480458245335	0.0	1.7539257374822292	0.14388264427846192	0.0	0.0	0.0	0.0	0.0
17700000	-1044.3603206868568	-30.72090118828241	-1013.6394194985744	0.019104206016145358	0.008721827218326707	1.6239508936702889	1.892979362974224	0.6720617680218478	2.447804988007036	1.2130913673178125	0.735740933217105	2.015229958684723	0.5391889788199385	0.209212463904525	0.9162637842492153	2.2690818416938603	0.4603511381527926	0.841103105037606	0.46154814320428894	0.30661920858608976	1.1836092501101052	1.8470389668881777	1.0717911316069428	1.6302511326929903	0.272769088591079	0.7659557629575012	1.31321527806813	0.687790451702565	0.8981502067025725	0.8709149209197404	5.14665653016983	0.3901153533300079	0.6863647281925188	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	13.0	911.0	352.714922881614	0.0	16.373021179706917	3.950564299199732	0.0	0.0	0.0	16.822100866611837	0.0	5.643291642618692	0.38539359199159956	0.0	0.0	0.0	0.0	71.92385515084544	20.531917309929355	16.169365587947752	12.964102122706251	33.8926237934607	60.74869963656265	0.0	0.6125201302608235	0.16880651184370996	0.6647672268982623	1.968466707544033	0.0	1.0564757720539342	0.0	0.0	0.0	0.4435203997330698	1.7882899155148506	0.5713786918693433	0.0	0.0	0.0	0.0	18.04974346212089	0.0	3.051325637706945	29.97992480865309	0.0	0.0	0.0	11.17501911918992	3.9744787227075506	0.0	17.96231481514944	0.0	1.8429557787874593	0.0	0.0	0.0	0.0	0.0	0.0
17800000	-1050.2914719687226	-34.76214830622905	-1015.5293236624935	0.016393727482851034	0.007524676126133806	0.10229912047886257	3.0930919536703176	0.6844501144518893	0.8963579383997633	0.6460425791929989	3.1123682152334977	4.017290435186498	1.2625046452009796	0.2342665122187065	0.7396350471718003	0.7891662917913811	0.1914175652238107	0.7558932510843551	0.7785388915176682	0.6460079377174193	1.9872216540134588	1.9670115760359776	0.0556193837378791	1.43382366403849	2.2065830676446674	0.47819847259108056	1.5201571228703457	0.6993921036771087	0.30169762896480345	0.3457503050506458	3.8594251723333466	0.02622950814205283	2.4565283001058313	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	20.0	911.0	335.2714046864211	0.0	16.915474582222053	2.2429466547879136	1.4408589665319622	0.0	0.0	17.901014949049575	0.0	6.835567403147781	0.2362696433249957	0.4084822569600052	0.0	0.8163064449257138	0.0	72.99983656272082	20.92334444675889	19.571327923600663	12.43547214097092	36.85797694384389	55.54419958297786	1.1082410367875875	0.335678681518826	0.07034074491040909	0.6006525621899966	0.5420298755513061	0.0	0.31539983218826667	0.7522636464804401	0.4510586860845088	0.2315328498865197	1.4493274367689217	1.21456823128538	0.3339502980662443	0.0	0.1755153907222693	0.0	0.0	17.823040395899525	0.0	2.3909332234710434	14.82897023830296	0.025370005474567813	0.0	0.0937944799110833	12.446195840335127	1.3434437665534698	0.0	10.181494714570238	0.0	1.9730648278231033	0.0	0.04295041246769912	1.2693523355245588	0.1309490124231087	0.012207659401217524	0.0
17900000	-1046.9994463177131	-28.139467279146395	-1018.8599790385667	0.10823880204919759	0.009202746703578358	0.35749126375760754	1.1273831480335978	0.7612023513710343	0.1675881603286519	0.8057022798625423	2.079354093101009	1.5409628298256217	0.4871132130810922	0.750274841090829	0.9852784366665311	0.801533481594344	0.9900742670684017	0.36090231182829335	0.2377600618259376	0.18212393578096325	0.4894816480849839	0.8595962224862824	1.148327583087256	0.1689513692516022	2.1085947947888557	1.4591248050619254	0.8007522882244928	5.655505113015582	0.21690792501077377	0.11465497152743018	2.234145068390381	0.16225638311192955	1.459676602527483	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	13.0	911.0	352.17767306301135	0.0	19.341882270035903	0.0	1.450441678462381	0.0	0.0	17.85412145174107	0.0	6.116843478211815	2.6718018242476274	0.0	0.0	0.0	0.0	71.56635318353388	22.912828443356176	15.98502594846445	12.232895254218084	33.57908110510727	63.76656904213483	0.0	0.0	0.8337938493594209	0.659759741245623	0.36722059292956805	0.0	5.482045797277394	0.0	0.2899390143112254	0.0	1.4365659264226625	0.5220733861285901	0.0	0.5011956845946838	0.0	0.0	0.0	13.775121259888612	0.0	0.0	25.78939693966638	0.0	0.0	0.0	10.8836533876453	8.275372535572144	1.4418219992588042	11.843257237010391	0.0	2.5986120321867743	0.0	0.0	0.0	0.0	0.0	0.0
18000000	-1048.7899640167354	-32.64742429788086	-1016.1425397188546	0.01974271064657902	0.00798639549467454	1.9619692483607707	2.0794365156083945	0.7550238404962992	0.07192002673330102	2.228817106791877	0.3902469148113778	3.0458256669924912	0.8785870113498613	0.28561824352724013	0.14064869691708703	0.5591609974956001	0.9359152771322012	0.3551181329163743	0.6444537474012528	0.3437050398793096	1.5702855030043352	1.4322611447558042	1.2716948211943984	3.842583693617703	0.10574420441931134	0.057490482747308454	5.096974479289725	0.8839000903374666	0.4444422551022252	1.8459069116052091	3.0889464786718617	0.7592694638417585	0.22181074457236424	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	13.0	911.0	345.94728248166825	0.0	15.971557383157982	0.0	0.0	0.0	0.0	17.211911907243103	0.0	8.293312072270247	0.0	0.20203394619452616	0.0	0.0	0.0	73.74408916730549	20.611289024368208	22.334549732586346	13.42786922460057	44.118245158827406	52.55995832408272	0.0	0.0	0.0	0.814987988805728	0.0	0.07378357216417901	0.07576523627924416	0.0	0.0	0.06607866563915621	0.43668900306375164	0.0	0.6219749850014424	0.0	1.604255952394962	0.0	0.0	19.83178646676061	0.9002126322938916	3.1449558499850316	24.843193066557173	0.0	0.0	0.0	10.097761593399875	0.5755926519029031	0.0	9.310848970167518	0.0	3.5431276013524595	0.0	0.0	0.0	1.5314523052641975	0.0	0.0
