# BEAST v1.8.2, r6692
# Generated Wed Oct 12 01:52:07 PDT 2016 [seed=1476166797571]
state	pathLikelihood.delta	pathLikelihood.source	pathLikelihood.destination	pathLikelihood.theta	pathLikelihood.pathLikelihood	geography.clock.rate.exp.mean	geography.clock.rate	geography.rates1	geography.rates2	geography.rates3	geography.rates4	geography.rates5	geography.rates6	geography.rates7	geography.rates8	geography.rates9	geography.rates10	geography.rates11	geography.rates12	geography.rates13	geography.rates14	geography.rates15	geography.rates16	geography.rates17	geography.rates18	geography.rates19	geography.rates20	geography.rates21	geography.rates22	geography.rates23	geography.rates24	geography.rates25	geography.rates26	geography.rates27	geography.rates28	geography.indicators1	geography.indicators2	geography.indicators3	geography.indicators4	geography.indicators5	geography.indicators6	geography.indicators7	geography.indicators8	geography.indicators9	geography.indicators10	geography.indicators11	geography.indicators12	geography.indicators13	geography.indicators14	geography.indicators15	geography.indicators16	geography.indicators17	geography.indicators18	geography.indicators19	geography.indicators20	geography.indicators21	geography.indicators22	geography.indicators23	geography.indicators24	geography.indicators25	geography.indicators26	geography.indicators27	geography.indicators28	geography.nonZeroRates
80000	-1016.0336268970245	-1042.4864676908749	-26.452840793850317	1.0	-1042.4864676908749	0.00848528764571635	0.009110158696847769	0.5227835704653702	1.4514509152857034	0.8063244139116025	1.2384902757253586	0.30242082363315537	0.25830828451372606	3.3768378868928406	0.5674699142033803	0.500625548697378	1.0943836410921557	0.2515681371340015	3.4361101138160355	0.7863228178249076	0.4907887685161225	0.291831966999715	0.6684233563942499	1.5708380672237938	0.2577040693121223	1.7877076598432222	0.5462035173160043	0.7857558629558092	0.10167841913630868	0.587607520706956	0.9530108955961085	0.6416889467985697	3.3516637938510616	1.0943926933177806	0.303312839522536	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	10.0
85000	-1025.4042539814693	-1047.4671983358035	-22.062944354334174	1.0	-1047.4671983358035	0.012167664486458063	0.006912042600826103	0.48355169170261597	0.8405713079086611	0.6355017633742044	0.35973808717336053	0.10818279933280728	0.36878360899649604	1.6898147559165366	0.3749062633307947	0.11343304804833917	4.622055319802446	0.016408101140649507	0.7035447547880344	0.5421542139270457	0.38335646606966345	0.2831699957483602	0.6509258069104586	0.6275045814090322	2.372268543516765	0.7527820414278702	0.8890646912168436	0.020926191534185137	0.07098290246556606	0.21133398041226104	0.600723640535108	1.3406345683579972	1.53812187536778	0.5268413962220216	2.4715876256104963	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	10.0
90000	-1017.5097417269573	-1037.0937459507593	-19.584004223802015	1.0	-1037.0937459507593	0.32067785430215884	0.006654772939355903	0.32186697941080433	0.9155870767500127	0.17863106752848296	0.7771075450229092	0.026003139259497113	1.5213010950945627	1.044558177359951	0.3577553096967068	0.3146169400011581	0.21659849643843346	8.758893882217086E-4	0.5030286487120729	0.7260309245119041	0.33696366646256	0.2214611707008919	0.39857094274836913	0.7665396113887561	0.7452365805729947	0.24223641507005855	0.7041553546051713	0.0696051575511847	0.14753917735950725	0.08864564575149231	0.2987334024776298	2.4446402121468593	2.0495718458365517	1.0971041527816103	0.0905418645238308	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	10.0
95000	-1019.9532125046211	-1046.9463390582325	-26.993126553611457	1.0	-1046.9463390582325	0.15590779685871817	0.007311848982067452	0.4336178892464805	1.7110908869881354	0.28638218926612685	0.07848379329169217	0.17935437651149386	1.078079518618987	2.2834915729666414	0.7705647525136976	0.0891310336837726	0.1520138734583089	0.0016244517786999173	5.2541168601842525	0.5900947897486962	0.718911415792707	0.2668247935999086	1.0466928879417214	1.4573008708857325	0.6596424079717217	0.20651587719230952	1.8892836542120315	0.3573736691036397	0.37764908481109133	0.13457303703328488	0.9683394574590275	0.39679599295415535	3.095223669352408	0.4666872460628291	0.20276585019964957	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	10.0
100000	-1025.500159251033	-1051.601873734704	-26.10171448367103	1.0	-1051.601873734704	0.0182988301414558	0.00858217186904114	0.935398538890499	1.3180797998098308	0.14227989335512994	0.18634863461365128	0.7827378158339571	3.6185566996252723	1.435425518923679	0.3232399149360558	0.07729335301751673	0.36741579993829254	0.09546614833394805	1.0486662554878925	0.34104715845998923	0.5413390260334998	0.23084999484544072	0.7438504870205023	1.2506492624226446	0.6106686052920592	0.9244431282393809	3.915389931433824	0.08031759708405865	0.4080742898523997	0.5058510467034668	2.5550398240160193	0.5354930380873344	3.1810337313678816	0.08850624812849373	0.8780954818554397	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	10.0
105000	-1024.779064559651	-1066.8131619330188	-42.03409737336789	1.0	-1066.8131619330188	0.01000679112369814	0.008515525219169954	0.6136362961827356	3.007434939905933	1.7356948616030607	1.1607128576872046	3.0850705802285914	0.19218837434142083	5.580127634515968	1.2792346046970553	0.08396808191269897	0.3984630480577383	0.15130981047538514	1.4157671200994704	0.29670027330676035	1.0990756942606033	0.3455306876261889	1.836177306998392	2.5032247736384994	0.6891619355876287	0.661660337402644	0.8038515347468381	0.14965107597079882	4.780467340410676	0.30560644950262833	0.1783185397979091	0.949653996573605	5.227250252819784	1.360600902002399	1.9381257826612348	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	11.0
110000	-1022.2921205640378	-1058.129223474528	-35.83710291049031	1.0	-1058.129223474528	0.050933194813354885	0.007645118205401823	0.7240575238620706	2.5774903005916587	1.2176276847774137	4.714267923307823	1.8280891908315513	0.47378300185546435	3.49509121356094	0.5389087595348457	0.13572852481241104	1.7987727137992264	0.41752078659076286	0.387689206105561	0.9374200546823884	0.468718770428898	0.5255921778436743	1.7367495010866976	1.4433832502542794	0.3364108292229036	0.023587342533303177	2.3090841548184513	0.032170852101974616	0.11974657601999489	1.3370949034249275	0.6558010460294668	0.6936497640075164	2.9508711168990582	1.0807028661935003	0.9111947707650343	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	11.0
115000	-1015.8680187104981	-1045.46414440694	-29.596125696441923	1.0	-1045.46414440694	0.6838901029672622	0.00729845414857803	0.32589545993272373	0.939137673705691	0.26678889161361946	2.8883466179887076	0.17321190663849603	0.3168972203588994	1.4810578393986238	0.3217330477682903	0.5983224801016862	2.6698931539373536	0.4348957115079448	0.5837746527004196	1.5227800059841727	0.23484760516427322	0.20721387866122973	0.5096804599638237	0.6186822025630397	2.2355479197756996	0.003331748914059359	0.16640630138002682	0.061052810319903006	0.8767795949362385	0.10257403319094793	3.7572348156092423	0.6661303749412697	2.230076638934868	0.34363415601300246	0.7741345926450653	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	10.0
120000	-1022.3132053030291	-1042.370804766384	-20.057599463354922	1.0	-1042.370804766384	0.027278680502112813	0.009028854442093009	0.9199707855387429	0.7507588661795854	0.9039137869132864	0.8507690533842929	0.42628303552167685	0.5825372107127982	1.44315037856845	0.3288213966284819	2.1071768021665607	1.8163754653731568	0.5896120108100733	1.025576393471267	1.268562060313459	0.1683783092543403	0.2574379453468984	0.4836275764462916	0.5155552275954979	2.24817497281546	0.0053405840518533	0.027928979610027722	0.21121249646081905	0.8494379426367733	0.5494556885791002	0.33695422863508667	0.2503577562302974	1.2300026846966245	0.2021831357107882	0.26251038156596523	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	10.0
125000	-1027.4291742919816	-1047.40934392158	-19.98016962959862	1.0	-1047.40934392158	0.0019073325226835766	0.007141824354313493	1.1542152084829187	1.7647825534015142	0.6519444872449319	1.2923617631168505	0.4306175967648986	0.02445621597010898	1.6731663371382002	0.3151551775712962	0.526533485943103	2.260599856815451	0.18024741420504944	0.3517775665477264	2.617478121042066	0.3205603708340409	0.2359180510991831	0.9493656606017497	0.9319970726928937	0.6390676833424566	0.015364911298432583	0.044151249055001694	0.8207154130601421	0.37443829551165053	0.5544967186064839	0.4329982860915121	0.22033417879569947	1.5333271709783538	0.15162969441919874	2.1219266506744168	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	9.0
130000	-1022.5332453179411	-1053.144161832856	-30.610916514914923	1.0	-1053.144161832856	0.0478414168714098	0.006505826149497818	1.85499246787541	2.7390838006632396	0.703970866864564	1.475536176827914	0.8277241200192416	0.07136454555977768	2.8424124873026773	0.7640854592671743	2.3088357276350893	2.3651943712382355	0.4767324727721198	0.5945536197507663	1.641052046293773	0.45889145195561515	0.5975402640316689	1.3031865674141851	1.9876255386201194	0.21744688728469036	0.012195348111980798	0.5098550018555498	0.4524466972374619	0.566279134269849	0.0244214767581884	1.1287499471123008	0.38278195759920086	3.090627965130409	1.6531050092413513	0.9218536699021339	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	9.0
135000	-1021.2847400258553	-1051.5883779865005	-30.303637960645187	1.0	-1051.5883779865005	0.23354946116156908	0.006996248912760559	2.197801215162671	2.5043527140529243	0.7515965090444819	0.45647678290341276	0.07916542120168077	0.31012292678025083	2.892548141222446	0.5637282399385507	1.0369984634430922	1.0123101934675112	0.8313916069904808	0.39076843585810467	0.4201964231207753	0.7699894735386517	0.5667658826808151	0.9915599156391721	1.7231628458469788	0.2732191786323379	0.004473715958035565	0.530120945053657	0.1616702019520422	0.34053456694599316	0.362376778435934	1.5533732936043245	1.6342427756911353	2.7513455546997148	1.9013263128556765	2.288571902029136	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	9.0
140000	-1017.4752825015139	-1045.996570076805	-28.521287575291147	1.0	-1045.996570076805	0.06344183902941083	0.007375178412203919	1.1539914655056513	1.743078386425695	0.21051988341454067	0.2777642756359641	1.2252779794019582	0.46809839482670695	3.170052293627538	0.5147636301858283	1.0133514486927477	0.7607555479734581	2.459084616410646	0.014289434535716197	1.024050861495828	0.44126092379469345	0.44505332326303204	0.8718922105530483	1.841537445773436	0.6589795620449472	0.12843662261588454	2.2239037642590125	0.14419823492273906	0.10260407985400608	0.106381910209384	0.42018449916266315	0.4663913397937265	2.2831427756130815	1.8053441249756117	0.27918294611825406	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	11.0
145000	-1022.4447114256286	-1051.4270562591569	-28.982344833528202	1.0	-1051.4270562591569	0.006503305628509475	0.006386241817382999	1.2599360439319465	1.500826404507862	3.920085719465865	1.9457587944796284	0.751619855025647	1.525974682872712	1.4514199410632234	0.564264091493548	0.12130479257769874	2.917144957130639	0.2314860098676886	0.010180312562018776	0.5864084659732605	0.6212665189606441	0.3625055090678584	0.9162222597475956	0.995344328124591	0.3291288101467616	0.573567543741436	1.0392971331166525	1.9013394253416707	1.1782656903026283	0.3648281435296356	0.09009043675366078	1.2497229031924388	2.3172457779590667	1.0590819217094345	1.262560435732773	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	10.0
150000	-1024.5394273141992	-1048.4645499442845	-23.92512263008537	1.0	-1048.4645499442845	0.02638928087390517	0.008635989457209219	1.514077213429853	1.607273354605811	1.4341934883789642	1.709865570415176	1.281540834778666	0.5601002260682273	2.1077565181776126	0.4530841490565576	1.2927952324088117	0.512333263398721	0.803144551957039	0.022297161022354156	1.7919459670870779	0.5037398663795147	0.27108685592418874	0.38602129941543667	1.028868101352313	0.1562968028396742	1.2388743702992584	0.6207228357994599	0.7106265986854373	0.5626666683498404	0.5281988015986266	0.2529295006758783	0.9639718678237366	2.5613903008465924	0.35143694807722164	0.7713732867261102	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	9.0
155000	-1023.0113017854007	-1048.7429882338351	-25.73168644843442	1.0	-1048.7429882338351	0.007213732912168837	0.007459014579506733	2.21772999769957	1.1228464226879098	0.571330508875207	1.6054940052494064	1.2595647049787677	1.368990544252163	1.622858225201857	0.363113187015295	0.2973840924660532	1.0941423322126924	0.5264732337047655	0.002548687591589398	4.336644378943838	0.3620223623632689	0.390538930455348	0.4966136069627881	0.9959734061661355	0.1438718326639466	1.1364952731617766	1.6236480120982895	0.7104638907857579	0.23902030467661298	0.6556456158500568	1.2285938215901706	0.6082537370148826	2.2355488374885857	0.2817950146474666	0.0907417070605174	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	10.0
160000	-1015.2152774332855	-1039.7713709330521	-24.556093499766654	1.0	-1039.7713709330521	0.12972904189248494	0.0072313706893973075	2.255454011108511	1.586279980565802	0.30299421889134137	1.7796901334392365	0.5003627525552983	0.24302027700922021	1.897168262849479	0.39951919636055117	0.1804735178419715	1.0028120835024463	0.5393358278842052	0.09597208780781046	1.981252503008711	0.3644547493895856	0.29716712483165864	0.955570593710694	1.1471296369191124	0.5643314194801028	0.9178720733714467	0.22284762878468647	0.48870597500422436	0.46617166172501096	0.320223963953017	0.3029655625444167	1.0163526832787448	2.9616756096409227	0.09684167735445014	0.10891865523583653	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	10.0
165000	-1017.469743486284	-1038.3780038622806	-20.908260375996665	1.0	-1038.3780038622806	0.007754879824632044	0.008421714900274253	0.09507066720774165	1.192523923271373	0.6793088213111584	1.6026577555638137	0.31811180636573344	0.16516353397257139	1.7876559564438712	0.31625364751478513	0.009001192615373162	0.34256362078725416	0.2952704815749393	1.124403670575923	0.5289783617376914	0.2900058999340136	0.20850856358025785	0.7930345701960732	0.8539638599670165	0.04054423304969927	1.0148165957071458	0.7044907017528512	1.4986683195340438	1.9349075102540554	0.1953191462141114	1.3072742719173063	0.4656018074604271	1.9206502692381837	1.6833667494640294	1.2360434304857182	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	10.0
170000	-1016.9687059087247	-1044.5598807788438	-27.591174870119076	1.0	-1044.5598807788438	0.7073189419669608	0.007088217138202272	0.030925714752263717	1.3373024436881564	0.5132877678674557	0.4817438348072447	0.06667498962550636	0.028792386470186403	1.6714727842859436	0.4844550239693455	0.019713605752055906	0.4359738370819328	3.7444967054397367	1.0634622655348327	0.09311116075118037	0.18786939344410128	0.22037810843212416	0.8129873554562246	0.8979848013092341	0.13234835643971565	0.5772045968233813	1.185710709861889	0.6366820313587283	0.5195069073931553	0.48831932377099785	1.6189927016030934	0.42024679908304935	2.030682966735889	2.2292570665196463	1.3139369620681134	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	10.0
