# BEAST v1.8.2, r6692
# Generated Wed Oct 26 22:06:52 PDT 2016 [seed=1477544804062]
state	posterior	prior	likelihood	geography.clock.rate	geography.rates1	geography.rates2	geography.rates3	geography.rates4	geography.rates5	geography.rates6	geography.rates7	geography.rates8	geography.rates9	geography.rates10	geography.rates11	geography.rates12	geography.rates13	geography.rates14	geography.rates15	geography.rates16	geography.rates17	geography.rates18	geography.rates19	geography.rates20	geography.rates21	geography.rates22	geography.rates23	geography.rates24	geography.rates25	geography.rates26	geography.rates27	geography.rates28	geography.indicators1	geography.indicators2	geography.indicators3	geography.indicators4	geography.indicators5	geography.indicators6	geography.indicators7	geography.indicators8	geography.indicators9	geography.indicators10	geography.indicators11	geography.indicators12	geography.indicators13	geography.indicators14	geography.indicators15	geography.indicators16	geography.indicators17	geography.indicators18	geography.indicators19	geography.indicators20	geography.indicators21	geography.indicators22	geography.indicators23	geography.indicators24	geography.indicators25	geography.indicators26	geography.indicators27	geography.indicators28	geography.nonZeroRates	Current Tree	c_geography.count[1]	c_1-2.count[1]	c_1-3.count[1]	c_1-4.count[1]	c_1-5.count[1]	c_1-6.count[1]	c_1-7.count[1]	c_1-8.count[1]	c_2-1.count[1]	c_2-3.count[1]	c_2-4.count[1]	c_2-5.count[1]	c_2-6.count[1]	c_2-7.count[1]	c_2-8.count[1]	c_3-1.count[1]	c_3-2.count[1]	c_3-4.count[1]	c_3-5.count[1]	c_3-6.count[1]	c_3-7.count[1]	c_3-8.count[1]	c_4-1.count[1]	c_4-2.count[1]	c_4-3.count[1]	c_4-5.count[1]	c_4-6.count[1]	c_4-7.count[1]	c_4-8.count[1]	c_5-1.count[1]	c_5-2.count[1]	c_5-3.count[1]	c_5-4.count[1]	c_5-6.count[1]	c_5-7.count[1]	c_5-8.count[1]	c_6-1.count[1]	c_6-2.count[1]	c_6-3.count[1]	c_6-4.count[1]	c_6-5.count[1]	c_6-7.count[1]	c_6-8.count[1]	c_7-1.count[1]	c_7-2.count[1]	c_7-3.count[1]	c_7-4.count[1]	c_7-5.count[1]	c_7-6.count[1]	c_7-8.count[1]	c_8-1.count[1]	c_8-2.count[1]	c_8-3.count[1]	c_8-4.count[1]	c_8-5.count[1]	c_8-6.count[1]	c_8-7.count[1]
90000	-11.246885424221766	-11.246885424221823	5.6177285046022016E-14	3.1481946582563058E-12	0.05532867236535062	1.0861973006137027	1.268790178560142	0.4280563649778632	6.6978826911847875	0.7496759676364559	0.5081736629552981	0.17490986124323318	1.596486073615578	0.19771894010859753	0.02781710229614235	1.806042975347004	0.6110488364049185	0.20496738571706266	0.07530029292680822	0.48321910806355167	3.27293834672261	1.4347884362083003	0.7404047779879015	1.5305533815015844	1.6031327314157577	0.24753312365810873	0.9714798355395768	0.01331024494398871	0.30965924873772377	0.5130056252837609	0.5351298576163492	0.8153044095159552	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	8.0	12.0	-4.3557703224144766E-17	0.0	0.0	0.0	7.233537281494084E-18	-3.724024120488345E-17	0.0	0.0	0.0	-9.724991364419847E-19	0.0	0.0	0.0	-1.0041603495532318E-17	0.0	0.0	-9.72499197549828E-19	0.0	1.2724666417998196E-18	0.0	0.0	0.0	0.0	0.0	0.0	1.2511776213000439E-17	0.0	0.0	0.0	7.233539798737606E-18	0.0	1.2724666611149508E-18	1.2511776406620812E-17	0.0	2.249240146934069E-19	5.232795699454044E-18	-3.72402530798301E-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0041602679045915E-17	0.0	0.0	2.2492400932521584E-19	0.0	0.0	0.0	0.0	0.0	0.0	5.2327967619950815E-18	0.0	0.0
95000	-13.675869703340156	-13.675869703340268	1.1235457009205532E-13	3.317274930089461E-12	0.8628350318596357	0.7008882813854941	0.8791405560101423	1.1706840681463118	0.3370562874546339	3.158155183867496	0.8838100513323465	0.46784480507211873	0.9191852036900099	3.1773691532968416	0.015416868718616012	4.277858739098373	1.8650709161490522	0.2058381564923296	0.2671437476906964	1.9190822628154112	0.35973596482635406	0.2148870858500704	1.0466066642996308	0.9378457958427787	2.9489533092428206	0.4665215324795162	0.08517658008958374	0.019906561596954666	0.42800326366909974	2.399567202469516	0.25625775679150586	0.1369580582253222	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1902.0	-7.86458803775091E-18	0.0	1.1844655737212828E-18	0.0	-5.591129894299811E-19	0.0	-1.508319324902268E-18	-4.2210330037683334E-19	0.0	0.0	-4.389981017067606E-19	-1.5174947724418774E-18	0.0	0.0	0.0	1.1844640401942596E-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.389983931641707E-19	0.0	0.0	-4.479105061514245E-19	0.0	-2.2280841055234537E-19	-5.591126050117951E-19	-1.5174960559984298E-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.479105061514245E-19	0.0	0.0	0.0	-1.5083233786147606E-18	0.0	0.0	0.0	0.0	0.0	0.0	-4.221036490915218E-19	0.0	0.0	-2.228084479227139E-19	0.0	0.0	0.0
100000	-17.313240623505997	-17.313240623506076	7.938094626066497E-14	1.1882773838753929E-11	0.5440709892872687	0.3332153476934947	3.3020617475313783	0.476000663846922	0.5137992667213855	1.4605650816437257	1.4216385804139624	0.7145236742735583	1.144422547850741	0.8904843189078339	1.2695081255306537	3.3281873163462055	0.08238175259347041	1.6307659057649833	1.0495673970114734	1.3717234760704464	1.6581770862009446	1.6710819674455661	1.1411642223170915	0.643054128351423	1.1627026321148375	0.13404402215553043	1.2090238314462471	0.660691747512918	0.9126144990013042	1.9734262315979205	0.08531375557115888	2.9829027161548276	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	7.0	63.0	-2.761275597960278E-16	0.0	0.0	-1.750477789804259E-16	0.0	0.0	0.0	2.6635517504802052E-17	0.0	1.3387163887658522E-17	0.0	0.0	2.3785234335143763E-17	0.0	0.0	0.0	1.3387163533364406E-17	-8.644961124918837E-17	0.0	0.0	0.0	0.0	-1.750478469238249E-16	0.0	-8.64496094600331E-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.26520129740949E-17	0.0	0.0	0.0	2.378523366454776E-17	0.0	0.0	2.2652013343512298E-17	3.6973694127530797E-17	0.0	0.0	0.0	0.0	0.0	0.0	3.6973695792445847E-17	0.0	2.663552346766997E-17	0.0	0.0	0.0	0.0	0.0	0.0
105000	-23.121672323836417	-23.121672323836474	5.773159728048865E-14	2.333762865352821E-10	1.6290743565515486	0.1541303300362996	0.8028338130461622	1.7146707903028677	1.7227206376475237	1.6867553203422636	0.9032208858195241	0.8907863244965625	2.7900522794760163	2.7296486650360854	1.7367527440603356	1.1291891781024572	0.1894659258638755	0.6716746094635029	0.4050435585160462	1.7094824573021066	0.42549108594153295	0.0973887974414638	1.6670816228412488	0.18798849265022016	0.9308927273752924	5.022180386964038	0.8438504688724119	2.665346468384939	3.0324181974301143	0.1729670189669558	0.5200729515199658	1.2031114924633557	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	8.0	1959.0	2.572055542127872E-15	-3.99648390397464E-18	0.0	-1.969519631586572E-18	0.0	0.0	0.0	0.0	-3.9965445806448776E-18	0.0	0.0	0.0	1.3151695756881306E-15	-2.770140596199909E-18	0.0	0.0	0.0	0.0	0.0	0.0	-1.0438263234147796E-18	0.0	-1.969526867667897E-18	0.0	0.0	-4.089714765908966E-18	0.0	0.0	-1.2320542240392293E-17	0.0	0.0	0.0	-4.0897246322291125E-18	0.0	0.0	0.0	0.0	1.3151697149928512E-15	0.0	0.0	0.0	0.0	0.0	0.0	-2.770165611179575E-18	-1.0438263234147796E-18	0.0	0.0	0.0	-2.9514955921097962E-18	0.0	0.0	0.0	-1.2320536302628162E-17	0.0	0.0	-2.951498685270534E-18
110000	-9.154289731708163	-9.154289731708324	1.6231460620017774E-13	3.649082763031672E-11	0.13295275493341108	1.8836050811190261	1.4853537864621564	0.2340397421866679	0.20172006409002535	0.25600261718486306	1.6708834369063867	0.2109231782482278	0.47991277940851357	2.2462222914261774	0.15321733441611843	0.7758478365859167	1.6196267406892175	0.7839361619082603	2.4675467336140615	0.6006612136386213	1.5993018337837723	0.38873282350664806	0.9861444724011206	0.035691357211617473	2.1171031624669863	0.705034580598925	0.10747959754695358	0.6705641837396848	1.9834547334384747	0.3544154675534567	0.12186711395039748	0.35821210191023034	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	8.0	1106.0	2.0679521521912384E-16	0.0	0.0	0.0	0.0	-9.646169844372304E-19	0.0	0.0	0.0	0.0	0.0	1.2111616099128642E-16	0.0	0.0	-7.744977928854954E-18	0.0	0.0	-3.7487491387554886E-18	0.0	0.0	-7.647795117611642E-18	0.0	0.0	0.0	-3.74875018461994E-18	0.0	0.0	0.0	0.0	0.0	1.2111612129500364E-16	0.0	0.0	5.795291641477998E-18	0.0	0.0	-9.64618555072563E-19	0.0	0.0	0.0	5.795293547976212E-18	-1.6948010807161784E-18	0.0	0.0	0.0	-7.647795117611642E-18	0.0	0.0	-1.6948000148530296E-18	-1.7129553636289353E-18	0.0	-7.744986030030693E-18	0.0	0.0	0.0	0.0	-1.7129564621788E-18
115000	-8.383441234899026	-8.383441234899191	1.6520118606400923E-13	1.5489405306379718E-9	0.29285012450717895	0.6279166554081823	1.0041263900704227	1.0175955747756866	0.10058989114632726	3.3593846547972146	1.2433374314311858	0.05851361580678904	0.12912780896054907	0.1509253724261331	0.05303098752539584	0.7845223991191894	0.5410959437145207	1.2769336893460734	0.7781128967258072	0.6249595313438909	0.7056198183827306	0.5594949231146866	3.0880942664793016	0.1066971997138953	0.7819001077156281	0.6876894809680696	1.220801033035276	0.22502159452264675	0.08428117912291708	0.09871699235378813	2.1805292177354865	0.20936157636247085	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	8.0	1354.0	1.370038856476865E-13	0.0	2.8508932344982625E-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.335675827477939E-15	6.414051554636489E-14	0.0	2.8522050040828143E-18	0.0	0.0	0.0	2.8373843042741414E-18	0.0	2.5400741520471016E-18	0.0	0.0	0.0	1.4021857277753523E-17	0.0	0.0	3.1218359726413585E-18	0.0	0.0	0.0	1.4020213809954824E-17	0.0	0.0	3.8265352608663546E-19	0.0	4.335675857428934E-15	2.8374554903841444E-18	0.0	0.0	0.0	0.0	0.0	6.414051445288998E-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5399375621176175E-18	3.121833990610067E-18	3.8264353153261892E-19	0.0	0.0
120000	-11.1845404607645	-11.184540460764627	1.2645440250477986E-13	1.868060912070817E-11	4.782991177912125	0.12585565680699687	0.23753380089777895	0.025081166242526758	2.8780148117401274	0.060115171886815144	1.1576076010648568	0.39477474017162967	0.587272340384139	0.24915451458811544	0.2780188820061536	1.1366703701719263	0.11632092531896575	0.6402732851498809	1.0322098162327844	0.19180394063113793	0.5370237957280044	0.3731593750896681	1.1723048033081238	0.8551046497764108	0.7275714942922535	2.151036877606015	0.9323533807384495	0.23372537158955267	0.19020456164543717	0.9365491777384455	0.9308667034207954	1.617762407434302	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	10.0	699.0	-1.6031194635126773E-16	0.0	-3.939180955400307E-18	0.0	-7.850203673880942E-19	0.0	0.0	0.0	0.0	0.0	0.0	-7.798335454520973E-18	0.0	1.2203654287411683E-16	0.0	-3.9391807026683144E-18	0.0	-2.0040038873524075E-17	-3.230733934102764E-17	0.0	0.0	-1.1679588157761726E-17	0.0	0.0	-2.0040038433336195E-17	0.0	0.0	0.0	-6.732572429932612E-17	-7.850204723516356E-19	-7.79833608633351E-18	-3.230733934102764E-17	0.0	-2.918191021772079E-17	0.0	0.0	0.0	0.0	0.0	0.0	-2.9181911649459374E-17	0.0	-2.913537891339344E-17	0.0	1.2203652680814627E-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.1679588982429273E-17	-6.732572616159143E-17	0.0	-2.913537866522542E-17	0.0
125000	-20.793935408928224	-20.793935408928277	5.4400928206599803E-14	2.8956611654941503E-11	2.9837849555368776	1.1442115837653761	1.5833262500381027	0.43633670058478985	0.049607313786982375	0.4279827868833994	0.6688446958604197	0.11867105584264587	0.6091602947072482	0.8905638763074367	0.9977194609723813	2.513109373231587	0.04914361476363495	2.594912479489808	3.6791404419264166	0.008137632469254264	1.4213855934582207	0.18705354463798649	1.2341655972706325	0.34416878107988463	0.6815144430091588	1.4516212267165034	3.7976514410074778	2.70258455121588	0.8425849577114011	1.6120295790434405	0.1390763051353316	2.1871842848818472	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	9.0	1566.0	1.8185381029175514E-16	0.0	-1.9771977368502308E-17	1.9795530460838033E-17	0.0	6.202152833594388E-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.144180081925999E-19	-1.9772014027416184E-17	0.0	0.0	0.0	-1.406183622608667E-19	0.0	0.0	1.9795524142254014E-17	0.0	0.0	0.0	0.0	8.520631600797633E-18	0.0	0.0	0.0	0.0	0.0	0.0	3.378905401181004E-17	0.0	6.202149249386639E-19	0.0	-1.406182727283514E-19	0.0	0.0	2.0154395716205903E-17	0.0	0.0	0.0	0.0	8.520632418906917E-18	3.378905401181004E-17	2.0154395416484232E-17	2.734526319159105E-17	0.0	6.144178232362348E-19	0.0	0.0	0.0	0.0	2.7345265341046478E-17
130000	-11.04035313226899	-11.040353132269054	6.472600233563191E-14	6.31629968460217E-13	0.8338253848326972	0.6258427170759497	1.5732389061472323	0.16349300084317653	0.14147884579031594	0.22653358042297722	0.6207941239114438	0.11152545594104105	0.8726469814214232	0.08897051786379592	0.11967305403321096	0.7404709434029371	4.652443203349264	2.573474483482955	0.5795451369643773	0.10770208273845817	1.1023710331359102	1.237545491122329	0.5195604592134848	0.17546487288116658	0.6000231921458687	0.5019523012781233	3.6815690960329697	0.2362735912139819	3.241576487661411	1.1100387552931346	0.38505870927955294	0.6804834757656295	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	9.0	1333.0	-8.777746389503234E-17	0.0	0.0	0.0	-2.6691910870759556E-18	0.0	0.0	0.0	0.0	-1.8207675594497596E-18	4.275230080182922E-17	-1.45253504658474E-18	0.0	-1.208894829923263E-17	0.0	0.0	-1.82076756211983E-18	0.0	0.0	0.0	-1.799733877755121E-17	0.0	0.0	4.275230093732839E-17	0.0	0.0	8.596290595514923E-18	0.0	0.0	-2.669191017675184E-18	-1.4525350334500653E-18	0.0	0.0	0.0	0.0	-5.2922064376349214E-17	0.0	0.0	0.0	8.596290613026344E-18	0.0	0.0	-6.2864787396179014E-18	0.0	-1.2088948330536499E-17	-1.799733877755121E-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.2922064286355925E-17	-6.286478737178837E-18	0.0
135000	-18.506053818000318	-18.506053818000353	3.441691376337618E-14	1.2636425326790158E-10	0.027431226191496617	0.20958513653742789	2.0149654255969636	0.6806852605457441	3.1612075049618267	0.8484496211723893	1.3124260932964413	1.827061031034713	1.136378191042224	0.08419928451556219	0.2600620391529229	0.02741506934135501	0.6164607462389096	0.3701097248488886	0.6691184562955342	1.0789717232383789	5.815767872922683	1.621036098458872	0.442654500084385	1.7976933315535575	1.346101629696777	1.2508365524988445	0.803872169542868	1.4069116603125167	0.3784310104789737	1.8569123625421706	1.5796132566328829	0.8393178824241682	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	963.0	4.3532606708811094E-15	0.0	0.0	1.4780089481750041E-15	0.0	0.0	6.223512472473213E-16	0.0	0.0	0.0	0.0	1.7923319884925542E-18	0.0	5.83573439387979E-19	0.0	0.0	0.0	7.878421253264017E-18	0.0	2.2967618430079374E-17	0.0	0.0	1.4780087023633529E-15	0.0	7.87840738218411E-18	9.422654052455318E-18	0.0	0.0	0.0	0.0	1.7923229681199684E-18	0.0	9.42266817794485E-18	0.0	0.0	0.0	0.0	0.0	2.2967668495000565E-17	0.0	0.0	0.0	3.362465717365524E-17	6.223515534568444E-16	5.835747648979177E-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.362466024126963E-17	0.0
